ID_REF	GSM61941	GSM61943	GSM61952	GSM61954	GSM61956	GSM61958	GSM61960
TI4932_1S002509_2	632	928	477	465	309	721	733
TI4932_1S002510_1	438	290	212	165	97	241	246
TI4932_1S002510_2	393	291	225	162	92	237	225
TI4932_1S002511_1	241	693	1391	1197	486	673	405
TI4932_1S002511_2	195	756	1141	1098	302	676	363
TI4932_1S002512_1	51	51	44	52	47	46	47
TI4932_1S002512_2	48	47	42	47	49	44	49
TI4932_1S002513_1	46	53	47	56	62	47	48
TI4932_1S002513_2	51	52	50	69	59	52	47
TI4932_1S002514_1	79	160	115	121	114	115	98
TI4932_1S002514_2	70	186	112	123	98	134	109
TI4932_1S002515_1	568	3608	1822	1996	1602	738	562
TI4932_1S002515_2	600	3067	1908	1900	1908	822	737
TI4932_1S002516_1	89	181	148	99	96	161	102
TI4932_1S002516_2	78	150	112	82	73	135	75
TI4932_1S002517_1	256	129	107	115	98	158	211
TI4932_1S002517_2	258	135	104	122	119	140	207
TI4932_1S002518_1	1614	1249	1119	1119	713	1053	960
TI4932_1S002518_2	1440	1289	1415	1187	978	956	1089
TI4932_1S002519_1	382	232	208	133	130	351	321
TI4932_1S002519_2	386	241	212	100	96	275	296
TI4932_1S002520_1	700	1928	2372	1884	1015	2181	1172
TI4932_1S002520_2	554	1993	2349	2107	1259	2190	1152
TI4932_1S002521_1	50	79	47	58	51	71	57
TI4932_1S002521_2	50	65	53	41	38	61	53
TI4932_1S002522_1	988	724	691	619	614	723	685
TI4932_1S002522_2	955	756	766	646	829	715	790
TI4932_1S002523_1	71	55	52	46	64	49	60
TI4932_1S002523_2	75	49	45	41	75	40	54
TI4932_1S002524_1	326	542	961	1051	741	1307	1077
TI4932_1S002524_2	317	623	778	953	680	1127	944
TI4932_1S002525_1	4961	765	539	501	350	974	2424
TI4932_1S002525_2	4766	766	567	387	330	913	2323
TI4932_1S002526_1	4714	67	70	70	65	75	787
TI4932_1S002526_2	5066	85	76	73	70	85	923
TI4932_1S002527_1	896	160	99	91	126	147	545
TI4932_1S002527_2	842	171	112	81	121	174	620
TI4932_1S002528_1	2758	22393	18994	17390	16319	18662	11393
TI4932_1S002528_2	2355	20314	18390	16612	15459	17514	10623
TI4932_1S002529_1	625	1106	1336	996	680	919	798
TI4932_1S002529_2	553	1146	1372	1177	765	962	751
TI4932_1S002530_1	9654	9735	6703	5520	7073	6645	5657
TI4932_1S002530_2	10117	9510	6827	4956	6724	6678	5771
TI4932_1S002531_1	421	2433	1419	1612	903	874	638
TI4932_1S002531_2	460	2518	1365	1493	978	1001	622
TI4932_1S002532_1	40	93	68	66	61	66	48
TI4932_1S002532_2	41	103	74	75	56	62	44
TI4932_1S002533_1	354	449	326	310	259	354	350
TI4932_1S002533_2	331	443	331	257	294	331	375
TI4932_1S002534_1	2147	774	918	513	329	1125	1196
TI4932_1S002534_2	2098	747	922	589	649	1228	1324
TI4932_1S002535_1	40	288	100	101	72	69	59
TI4932_1S002535_2	43	300	108	88	50	72	50
TI4932_1S002536_1	58	143	111	122	105	112	97
TI4932_1S002536_2	53	140	107	98	98	102	74
TI4932_1S002537_1	180	132	106	94	97	95	132
TI4932_1S002537_2	114	99	86	87	92	77	90
TI4932_1S002538_1	339	201	222	209	146	287	301
TI4932_1S002538_2	398	212	266	221	180	311	300
TI4932_1S002539_1	236	437	228	280	178	212	267
TI4932_1S002539_2	279	460	282	285	191	285	328
TI4932_1S002540_1	31	34	34	38	38	44	35
TI4932_1S002540_2	32	35	44	39	41	50	38
TI4932_1S002541_1	31	120	144	86	73	94	67
TI4932_1S002541_2	36	120	129	88	83	96	43
TI4932_1S002542_1	394	215	214	148	93	269	291
TI4932_1S002542_2	288	219	209	193	100	255	319
TI4932_1S002543_1	46	46	46	45	46	42	45
TI4932_1S002543_2	45	44	38	41	41	39	41
TI4932_1S002544_1	68	74	73	73	64	82	71
TI4932_1S002544_2	71	72	67	72	85	92	72
TI4932_1S002545_1	162	156	172	147	81	179	225
TI4932_1S002545_2	201	208	239	226	155	238	286
TI4932_1S002546_1	49	40	44	38	41	43	58
TI4932_1S002546_2	67	45	46	49	57	55	63
TI4932_1S002547_1	99	56	50	60	56	62	95
TI4932_1S002547_2	108	51	54	59	59	57	69
TI4932_1S002548_1	402	233	153	173	118	294	468
TI4932_1S002548_2	306	215	136	141	127	304	362
TI4932_1S002549_1	3538	3480	2102	2991	2591	3095	3916
TI4932_1S002549_2	3831	3255	2337	2802	2656	3134	3951
TI4932_1S002550_1	280	736	869	1074	487	1311	1021
TI4932_1S002550_2	275	712	838	936	432	1208	905
TI4932_1S002551_1	156	143	105	116	100	138	132
TI4932_1S002551_2	175	145	115	114	76	132	137
TI4932_1S002552_1	529	315	307	234	135	418	365
TI4932_1S002552_2	559	324	329	261	160	428	407
TI4932_1S002553_1	62	92	63	69	71	59	76
TI4932_1S002553_2	71	89	66	63	71	71	72
TI4932_1S002554_1	57	92	58	72	61	57	57
TI4932_1S002554_2	56	101	70	76	62	68	65
TI4932_1S002555_1	107	66	63	56	57	75	84
TI4932_1S002555_2	81	57	50	66	48	68	66
TI4932_1S002556_1	69	289	190	145	87	89	60
TI4932_1S002556_2	67	273	133	153	70	83	60
TI4932_1S002557_1	129	628	447	270	173	282	133
TI4932_1S002557_2	145	705	481	420	224	305	147
TI4932_1S002558_1	500	177	190	157	165	218	400
TI4932_1S002558_2	472	196	233	208	186	233	381
TI4932_1S002559_1	48	82	78	66	65	85	65
TI4932_1S002559_2	43	76	60	60	59	90	51
TI4932_1S002560_1	17068	26708	30330	30564	29296	32499	31965
TI4932_1S002560_2	19697	28240	37380	31644	31932	34067	32479
TI4932_1S002561_1	1529	928	1319	1061	975	1319	1362
TI4932_1S002561_2	1625	1050	1295	879	1030	1341	1319
TI4932_1S002562_1	2623	2090	2251	2224	1646	2251	2775
TI4932_1S002562_2	2434	1934	2219	2096	1062	2012	2604
TI4932_1S002563_1	160	77	72	88	99	140	133
TI4932_1S002563_2	210	97	123	87	80	168	224
TI4932_1S002564_1	64	71	60	67	66	57	54
TI4932_1S002564_2	67	69	67	74	68	56	56
TI4932_1S002565_1	72	56	50	44	50	64	67
TI4932_1S002565_2	78	56	54	54	53	64	59
TI4932_1S002566_1	2052	5130	4251	4430	3963	4424	2968
TI4932_1S002566_2	1744	5117	4505	3842	3897	4845	3375
TI4932_1S002567_1	2035	2178	2491	2352	1635	2606	2071
TI4932_1S002567_2	1912	2293	2837	2522	1798	2682	2052
TI4932_1S002568_1	71	79	71	61	49	78	78
TI4932_1S002568_2	58	71	65	69	58	66	66
TI4932_1S002569_1	1093	5184	3544	3729	4435	2638	3554
TI4932_1S002569_2	1344	5696	3807	4014	4592	2934	3879
TI4932_1S002570_1	33	32	31	40	41	33	32
TI4932_1S002570_2	31	31	31	31	36	32	29
TI4932_1S002571_1	27	29	28	33	29	29	27
TI4932_1S002571_2	29	30	29	35	29	30	29
TI4932_1S002572_1	386	260	213	141	123	292	296
TI4932_1S002572_2	483	285	255	204	166	299	284
TI4932_1S002573_1	153	318	184	159	95	169	166
TI4932_1S002573_2	199	390	176	127	128	173	173
TI4932_1S002574_1	2363	1272	2025	1813	1682	1731	1450
TI4932_1S002574_2	2125	1318	1916	1516	1775	1655	1390
TI4932_1S002575_1	193	90	81	87	86	95	106
TI4932_1S002575_2	241	106	98	93	97	115	127
TI4932_1S002576_1	4964	4889	3940	4393	3713	4038	4163
TI4932_1S002576_2	4953	5180	4138	4221	3289	4107	4123
TI4932_1S002577_1	107	216	105	95	82	170	176
TI4932_1S002577_2	143	221	142	94	78	186	157
TI4932_1S002578_1	227	441	253	253	143	253	244
TI4932_1S002578_2	252	442	252	248	164	266	236
TI4932_1S002579_1	2432	7625	4343	4691	6097	5427	4488
TI4932_1S002579_2	2332	8822	4921	5485	6461	5294	4546
TI4932_1S002580_1	617	330	406	421	323	371	428
TI4932_1S002580_2	771	377	460	460	450	390	487
TI4932_1S002581_1	645	276	217	145	153	402	608
TI4932_1S002581_2	524	289	191	157	125	409	656
TI4932_1S002582_1	34	363	99	116	65	65	40
TI4932_1S002582_2	37	408	154	112	64	62	43
TI4932_1S002583_1	50	250	178	135	78	96	52
TI4932_1S002583_2	48	242	142	131	100	91	58
TI4932_1S002584_1	3266	439	510	423	213	991	1683
TI4932_1S002584_2	3134	462	523	510	284	912	1985
TI4932_1S002585_1	2315	1048	1209	1030	901	1215	1371
TI4932_1S002585_2	2673	985	1249	1084	921	1295	1424
TI4932_1S002586_1	90	77	70	67	63	76	80
TI4932_1S002586_2	97	84	74	83	80	82	83
TI4932_1S002587_1	2009	2685	1562	1755	1696	1651	1656
TI4932_1S002587_2	1812	2402	1507	1600	1767	1462	1463
TI4932_1S002588_1	167	455	331	242	108	342	296
TI4932_1S002588_2	122	455	273	166	83	329	320
TI4932_1S002589_1	582	200	200	190	229	267	316
TI4932_1S002589_2	619	197	178	172	168	260	336
TI4932_1S002590_1	1851	16590	18871	17468	15911	19268	14334
TI4932_1S002590_2	2022	17510	19234	17928	17279	19838	14527
TI4932_1S002591_1	180	244	318	269	147	323	244
TI4932_1S002591_2	201	292	314	293	150	331	239
TI4932_1S002592_1	662	465	409	234	280	558	461
TI4932_1S002592_2	674	394	375	298	269	479	375
TI4932_1S002593_1	354	327	310	231	194	297	285
TI4932_1S002593_2	280	322	298	245	150	278	277
TI4932_1S002594_1	78	144	87	89	67	101	113
TI4932_1S002594_2	78	129	68	82	60	110	107
TI4932_1S002595_1	1044	4660	2900	3345	2422	2601	2374
TI4932_1S002595_2	1375	5060	3469	3801	2468	2878	2537
TI4932_1S002596_1	249	367	304	368	137	143	396
TI4932_1S002596_2	253	340	311	322	112	156	442
TI4932_1S002597_1	33	60	52	50	45	51	60
TI4932_1S002597_2	36	57	53	62	58	58	56
TI4932_1S002598_1	665	484	514	588	555	574	530
TI4932_1S002598_2	650	486	498	541	420	568	501
TI4932_1S002599_1	91	76	72	84	91	77	79
TI4932_1S002599_2	121	114	109	114	140	114	113
TI4932_1S002600_1	47	43	50	49	67	46	45
TI4932_1S002600_2	58	53	54	56	50	58	53
TI4932_1S002601_1	40	38	35	42	52	39	38
TI4932_1S002601_2	35	37	31	45	37	37	37
TI4932_1S002602_1	39	37	36	46	50	35	37
TI4932_1S002602_2	37	39	33	51	54	36	40
TI4932_1S002603_1	159	144	140	146	107	205	142
TI4932_1S002603_2	118	117	108	117	114	153	113
TI4932_1S002604_1	3481	671	5971	4292	4734	851	2799
TI4932_1S002604_2	3079	637	6064	4242	4331	971	2895
TI4932_1S002605_1	6331	2097	10003	6887	5916	5691	7505
TI4932_1S002605_2	5393	2355	9368	5751	4995	5028	6093
TI4932_1S002606_1	32	36	35	38	36	34	36
TI4932_1S002606_2	41	37	38	46	38	39	36
TI4932_1S002607_1	39	48	44	57	50	47	44
TI4932_1S002607_2	61	53	46	59	63	48	46
TI4932_1S002608_1	180	166	229	205	132	147	147
TI4932_1S002608_2	209	176	289	198	181	150	151
TI4932_1S002609_1	217	12912	1727	3371	11879	1055	1332
TI4932_1S002609_2	138	12685	1612	3244	12160	1043	1298
TI4932_1S002610_1	205	215	243	231	154	425	254
TI4932_1S002610_2	275	281	345	330	260	480	340
TI4932_1S002611_1	1938	1712	1210	875	1224	3584	1848
TI4932_1S002611_2	2123	1759	1233	896	1250	3744	1763
TI4932_1S002612_1	1149	845	647	334	554	1954	1130
TI4932_1S002612_2	887	695	580	262	451	1753	830
TI4932_1S002613_1	375	470	387	407	307	501	449
TI4932_1S002613_2	383	465	432	494	350	566	460
TI4932_1S002614_1	238	280	214	156	163	355	245
TI4932_1S002614_2	299	309	276	159	164	379	281
TI4932_1S002615_1	150	91	106	86	78	129	120
TI4932_1S002615_2	143	74	62	67	76	102	109
TI4932_1S002616_1	473	828	613	640	437	660	608
TI4932_1S002616_2	679	1021	749	826	636	691	743
TI4932_1S002617_1	72	82	69	80	83	77	69
TI4932_1S002617_2	81	84	83	83	75	96	70
TI4932_1S002618_1	370	167	133	150	95	228	304
TI4932_1S002618_2	304	190	158	191	120	248	330
TI4932_1S002619_1	154	137	104	142	130	163	158
TI4932_1S002619_2	242	164	153	159	129	223	249
TI4932_1S002620_1	4054	534	733	472	1271	2910	3535
TI4932_1S002620_2	4016	486	756	348	1127	2908	4197
TI4932_1S002621_1	104	213	99	96	84	117	116
TI4932_1S002621_2	90	188	75	91	69	106	98
TI4932_1S002622_1	982	71	68	75	81	68	187
TI4932_1S002622_2	973	65	71	78	69	64	178
TI4932_1S002623_1	60	82	63	70	61	61	51
TI4932_1S002623_2	61	74	74	82	50	60	51
TI4932_1S002624_1	90	374	176	177	105	182	148
TI4932_1S002624_2	91	336	162	198	125	170	146
TI4932_1S002625_1	3032	1100	1011	705	928	1367	1579
TI4932_1S002625_2	3178	1137	1117	850	823	1597	1711
TI4932_1S002626_1	382	331	300	166	161	342	314
TI4932_1S002626_2	350	313	364	189	146	355	292
TI4932_1S002627_1	10136	1075	780	535	1351	1768	4427
TI4932_1S002627_2	8887	841	745	370	1116	1464	3420
TI4932_1S002628_1	635	517	469	479	329	392	472
TI4932_1S002628_2	747	522	416	491	392	414	544
TI4932_1S002629_1	496	441	499	389	483	534	517
TI4932_1S002629_2	469	477	463	478	448	520	575
TI4932_1S002630_1	539	481	311	326	257	392	543
TI4932_1S002630_2	613	495	305	276	397	461	684
TI4932_1S002631_1	214	159	153	126	104	208	219
TI4932_1S002631_2	159	164	130	127	129	244	191
TI4932_1S002632_1	45	46	44	46	43	45	47
TI4932_1S002632_2	42	40	41	41	41	40	41
TI4932_1S002633_1	83	121	92	85	74	96	100
TI4932_1S002633_2	97	123	82	85	73	97	105
TI4932_1S002634_1	5013	21505	23927	20612	20874	20929	18907
TI4932_1S002634_2	5518	25209	25689	21766	24380	22883	19073
TI4932_1S002635_1	144	111	204	141	124	156	132
TI4932_1S002635_2	132	115	195	144	107	184	140
TI4932_1S002636_1	540	124	137	149	107	151	246
TI4932_1S002636_2	465	108	115	118	106	126	204
TI4932_1S002637_1	110	537	584	585	412	474	378
TI4932_1S002637_2	91	481	585	425	360	417	332
TI4932_1S002638_1	43	66	43	54	45	60	58
TI4932_1S002638_2	46	65	46	44	37	58	52
TI4932_1S002639_1	768	400	347	322	216	357	383
TI4932_1S002639_2	814	405	314	324	260	391	401
TI4932_1S002640_1	546	1599	831	813	590	793	686
TI4932_1S002640_2	487	1646	863	816	736	800	721
TI4932_1S002641_1	270	544	895	811	381	593	516
TI4932_1S002641_2	222	604	775	714	589	609	505
TI4932_1S002642_1	52	66	61	54	41	119	63
TI4932_1S002642_2	58	65	50	51	32	132	61
TI4932_1S002643_1	347	1062	529	534	167	484	457
TI4932_1S002643_2	359	1164	535	487	212	486	501
TI4932_1S002644_1	784	458	805	755	675	798	785
TI4932_1S002644_2	979	567	868	826	810	814	792
TI4932_1S002645_1	7194	128	137	83	152	469	2430
TI4932_1S002645_2	7345	147	99	91	190	610	2525
TI4932_1S002646_1	619	413	499	447	371	492	602
TI4932_1S002646_2	472	424	381	424	244	432	510
TI4932_1S002647_1	43	40	39	46	40	42	43
TI4932_1S002647_2	39	38	33	38	38	40	41
TI4932_1S002648_1	120	240	260	220	138	173	180
TI4932_1S002648_2	145	285	239	254	170	190	205
TI4932_1S002649_1	2346	16062	18658	16673	17251	17688	11023
TI4932_1S002649_2	2145	13197	16337	14364	12874	15657	10555
TI4932_1S002650_1	92	89	82	84	75	112	113
TI4932_1S002650_2	75	90	75	85	89	101	98
TI4932_1S002651_1	78	219	177	150	133	273	215
TI4932_1S002651_2	77	303	192	184	124	275	211
TI4932_1S002652_1	154	237	131	115	125	173	188
TI4932_1S002652_2	152	223	166	135	96	169	188
TI4932_1S002653_1	1500	637	942	783	577	981	1195
TI4932_1S002653_2	1356	649	807	759	680	989	1004
TI4932_1S002654_1	394	388	287	326	216	521	434
TI4932_1S002654_2	375	398	328	324	185	533	495
TI4932_1S002655_1	33	226	54	57	47	38	34
TI4932_1S002655_2	36	187	55	62	48	46	37
TI4932_1S002656_1	95	141	121	83	77	168	111
TI4932_1S002656_2	94	164	128	101	75	181	126
TI4932_1S002657_1	16046	1315	1707	1381	2806	3222	4598
TI4932_1S002657_2	17532	1376	1775	1463	2291	3344	4826
TI4932_1S002658_1	3589	1244	2148	1589	1656	2617	3528
TI4932_1S002658_2	4042	1417	2147	1698	2018	2490	3706
TI4932_1S002659_1	3535	5694	7680	5545	7115	5735	4039
TI4932_1S002659_2	3807	5440	7423	6137	6892	5519	4021
TI4932_1S002660_1	171	130	88	81	77	114	231
TI4932_1S002660_2	160	142	85	89	93	120	225
TI4932_1S002661_1	946	2711	2591	2630	2707	2493	1823
TI4932_1S002661_2	1042	2509	3168	2818	2661	2666	2183
TI4932_1S002662_1	164	125	146	118	103	184	171
TI4932_1S002662_2	118	91	89	96	91	127	106
TI4932_1S002663_1	194	195	229	205	186	336	602
TI4932_1S002663_2	163	170	225	190	105	272	574
TI4932_1S002664_1	265	844	497	460	236	644	497
TI4932_1S002664_2	279	822	476	524	286	652	536
TI4932_1S002665_1	546	2243	1868	1919	258	284	488
TI4932_1S002665_2	670	2682	1796	2104	602	342	546
TI4932_1S002666_1	705	1337	2150	2319	1476	974	783
TI4932_1S002666_2	678	1389	2453	2833	1980	1075	823
TI4932_1S002667_1	611	400	460	350	184	649	494
TI4932_1S002667_2	598	400	549	402	178	731	587
TI4932_1S002668_1	133	299	317	249	106	244	163
TI4932_1S002668_2	136	283	302	254	132	244	159
TI4932_1S002669_1	621	221	223	143	125	226	502
TI4932_1S002669_2	458	189	173	103	101	185	487
TI4932_1S002670_1	305	228	226	197	137	226	256
TI4932_1S002670_2	227	233	203	149	132	205	207
TI4932_1S002671_1	458	379	320	256	290	591	743
TI4932_1S002671_2	433	380	307	219	253	600	752
TI4932_1S002672_1	112	533	230	256	151	190	136
TI4932_1S002672_2	99	554	294	252	126	180	154
TI4932_1S002673_1	2235	1999	2584	2364	1914	2923	2714
TI4932_1S002673_2	2329	2133	2664	2341	2138	2624	2438
TI4932_1S002674_1	1443	672	796	804	531	854	1032
TI4932_1S002674_2	1361	696	832	971	584	881	1148
TI4932_1S002675_1	164	61	50	60	76	59	157
TI4932_1S002675_2	174	76	65	63	65	76	171
TI4932_1S002676_1	488	331	347	368	227	481	598
TI4932_1S002676_2	349	320	269	188	202	353	465
TI4932_1S002677_1	481	272	149	134	143	307	585
TI4932_1S002677_2	578	297	173	127	139	330	621
TI4932_1S002678_1	38	57	48	43	51	37	37
TI4932_1S002678_2	37	72	43	50	39	36	36
TI4932_1S002679_1	70	331	162	205	96	133	103
TI4932_1S002679_2	92	340	174	210	99	145	119
TI4932_1S002680_1	51	48	55	50	51	44	49
TI4932_1S002680_2	41	42	45	41	55	41	40
TI4932_1S002681_1	1333	151	219	164	175	421	1099
TI4932_1S002681_2	1050	126	151	115	110	320	775
TI4932_1S002682_1	175	150	121	125	131	219	288
TI4932_1S002682_2	186	143	135	153	140	235	313
TI4932_1S002683_1	198	139	88	98	91	172	249
TI4932_1S002683_2	207	134	86	98	103	154	220
TI4932_1S002684_1	253	94	72	70	64	94	194
TI4932_1S002684_2	290	94	81	90	70	94	217
TI4932_1S002685_1	47	144	61	57	51	34	30
TI4932_1S002685_2	41	127	49	70	43	38	34
TI4932_1S002686_1	159	184	132	125	110	177	231
TI4932_1S002686_2	216	157	204	107	124	191	260
TI4932_1S002687_1	675	2992	1839	1696	1732	1634	1291
TI4932_1S002687_2	773	3217	1795	1747	1707	1567	1249
TI4932_1S002688_1	321	180	109	153	95	197	308
TI4932_1S002688_2	274	126	102	93	96	145	253
TI4932_1S002689_1	44	51	44	46	46	44	43
TI4932_1S002689_2	54	58	48	51	53	51	50
TI4932_1S002690_1	45	356	125	118	89	77	48
TI4932_1S002690_2	51	318	104	128	79	81	48
TI4932_1S002691_1	1287	668	625	454	317	688	721
TI4932_1S002691_2	1162	597	563	537	362	727	658
TI4932_1S002692_1	221	92	99	104	92	98	118
TI4932_1S002692_2	169	77	81	93	73	79	105
TI4932_1S002693_1	3252	1327	2489	2372	1575	2325	2664
TI4932_1S002693_2	3178	1350	2221	2311	1562	2230	2793
TI4932_1S002694_1	7657	708	1184	934	1032	1931	4004
TI4932_1S002694_2	7133	686	919	843	925	1956	3375
TI4932_1S002695_1	464	471	445	402	190	425	472
TI4932_1S002695_2	427	601	455	450	208	455	521
TI4932_1S002696_1	88	85	86	81	68	107	83
TI4932_1S002696_2	142	129	115	125	87	159	148
TI4932_1S002697_1	1595	644	745	543	499	767	830
TI4932_1S002697_2	1536	625	621	563	397	744	768
TI4932_1S002698_1	386	127	119	135	109	137	331
TI4932_1S002698_2	416	126	147	119	139	124	285
TI4932_1S002699_1	44	181	63	89	72	47	43
TI4932_1S002699_2	46	197	68	82	60	58	40
TI4932_1S002700_1	398	3755	3392	3191	2622	2711	2205
TI4932_1S002700_2	406	3342	3293	3075	2489	2618	2059
TI4932_1S002701_1	1086	206	211	175	200	408	912
TI4932_1S002701_2	854	199	181	183	159	364	810
TI4932_1S002702_1	210	679	406	399	171	540	446
TI4932_1S002702_2	291	692	466	466	144	527	550
TI4932_1S002703_1	1927	2558	2512	2109	1858	1863	2031
TI4932_1S002703_2	1985	2609	2534	2183	1895	1922	2117
TI4932_1S002704_1	776	942	1678	1880	613	1154	990
TI4932_1S002704_2	740	932	1448	1836	727	1192	995
TI4932_1S002705_1	32	51	31	38	37	34	33
TI4932_1S002705_2	33	53	34	34	35	34	31
TI4932_1S002706_1	48	46	45	56	43	53	48
TI4932_1S002706_2	48	49	49	49	44	59	49
TI4932_1S002707_1	148	93	68	67	76	199	193
TI4932_1S002707_2	160	92	77	81	61	198	188
TI4932_1S002708_1	1465	473	616	567	538	823	1134
TI4932_1S002708_2	1439	484	563	522	588	739	1183
TI4932_1S002709_1	1054	14837	15198	12718	11726	13318	9436
TI4932_1S002709_2	1180	15813	15022	14077	13367	13343	9045
TI4932_1S002710_1	340	330	192	241	106	278	362
TI4932_1S002710_2	281	292	242	187	125	260	343
TI4932_1S002711_1	239	259	328	308	133	256	244
TI4932_1S002711_2	221	295	318	384	142	295	263
TI4932_1S002712_1	157	81	117	111	77	117	167
TI4932_1S002712_2	148	74	104	108	73	100	147
TI4932_1S002713_1	2047	557	369	409	469	551	934
TI4932_1S002713_2	2349	693	438	469	688	693	1041
TI4932_1S002714_1	210	361	213	235	111	200	211
TI4932_1S002714_2	198	384	192	190	126	181	181
TI4932_1S002715_1	180	330	151	188	128	187	247
TI4932_1S002715_2	115	236	128	113	119	140	149
TI4932_1S002716_1	2829	4013	2980	3880	3212	2847	3186
TI4932_1S002716_2	2584	3492	2526	3310	2948	2607	2861
TI4932_1S002717_1	72	107	76	72	82	71	63
TI4932_1S002717_2	75	90	65	77	66	61	56
TI4932_1S002718_1	86	92	84	83	86	86	86
TI4932_1S002718_2	87	93	90	88	82	89	88
TI4932_1S002719_1	416	58	56	58	71	55	61
TI4932_1S002719_2	436	52	50	56	50	55	66
TI4932_1S002720_1	660	436	477	422	206	687	630
TI4932_1S002720_2	623	477	467	356	208	683	740
TI4932_1S002721_1	237	104	91	97	99	131	131
TI4932_1S002721_2	336	156	132	138	109	156	187
TI4932_1S002722_1	497	7834	6602	7347	5738	2800	1329
TI4932_1S002722_2	469	6492	5992	6387	4566	2438	1087
TI4932_1S002723_1	2077	20074	14074	14943	15584	18325	10971
TI4932_1S002723_2	2014	19289	13091	14736	15837	15657	9611
TI4932_1S002724_1	20315	11231	11262	11057	10780	11890	11690
TI4932_1S002724_2	21267	11796	11508	11989	10534	13319	13478
TI4932_1S002725_1	3195	601	551	471	377	653	1181
TI4932_1S002725_2	3181	602	643	498	438	656	1308
TI4932_1S002726_1	600	475	718	769	273	593	593
TI4932_1S002726_2	729	507	785	713	346	662	595
TI4932_1S002727_1	1244	586	792	698	358	956	924
TI4932_1S002727_2	1246	620	920	853	354	962	944
TI4932_1S002728_1	1414	1573	1564	1547	1529	1106	797
TI4932_1S002728_2	1510	1579	1456	1445	1456	1029	871
TI4932_1S002729_1	57	66	58	79	83	68	58
TI4932_1S002729_2	58	72	63	73	71	70	60
TI4932_1S002730_1	208	221	159	144	99	251	209
TI4932_1S002730_2	215	203	158	111	127	189	179
TI4932_1S002731_1	869	148	133	124	109	211	835
TI4932_1S002731_2	842	157	106	74	125	217	752
TI4932_1S002732_1	262	541	324	288	139	346	388
TI4932_1S002732_2	342	550	436	432	174	404	438
TI4932_1S002733_1	2600	3918	3810	3414	3720	3507	2903
TI4932_1S002733_2	2715	3833	4027	3570	3546	3767	2694
TI4932_1S002734_1	1334	409	333	234	248	451	658
TI4932_1S002734_2	1415	435	489	302	431	527	716
TI4932_1S002735_1	2611	2512	2491	2263	1824	2458	2785
TI4932_1S002735_2	2753	2544	2391	2047	2092	2391	2614
TI4932_1S002736_1	1056	1346	1153	1452	713	1413	1196
TI4932_1S002736_2	1040	1378	1240	1643	867	1472	1288
TI4932_1S002737_1	549	827	801	699	456	666	680
TI4932_1S002737_2	496	761	832	706	486	688	661
TI4932_1S002738_1	277	431	352	282	226	385	307
TI4932_1S002738_2	309	498	480	391	237	451	338
TI4932_1S002739_1	46	34	34	38	34	37	36
TI4932_1S002739_2	44	36	39	39	40	37	40
TI4932_1S002740_1	724	388	277	276	347	388	710
TI4932_1S002740_2	906	404	300	249	316	417	706
TI4932_1S002741_1	316	521	358	242	144	487	426
TI4932_1S002741_2	327	520	309	204	135	421	359
TI4932_1S002742_1	2957	1893	1869	1836	2253	1909	2756
TI4932_1S002742_2	2790	1892	1889	1767	2164	1908	2857
TI4932_1S002743_1	7166	1459	1511	1829	2150	2508	4112
TI4932_1S002743_2	8840	1391	1885	1739	2223	2509	4424
TI4932_1S002744_1	229	190	165	154	164	230	245
TI4932_1S002744_2	275	188	169	118	114	244	227
TI4932_1S002745_1	1529	1567	1563	1453	1048	1700	1100
TI4932_1S002745_2	1249	1436	1255	1263	893	1412	990
TI4932_1S002746_1	231	122	114	99	64	131	183
TI4932_1S002746_2	151	107	92	82	68	121	148
TI4932_1S002747_1	548	1613	735	640	559	654	745
TI4932_1S002747_2	637	1728	728	775	746	725	858
TI4932_1S002748_1	47	184	223	136	83	164	90
TI4932_1S002748_2	45	172	212	142	97	139	85
TI4932_1S002749_1	285	89	69	89	78	169	139
TI4932_1S002749_2	310	123	126	92	78	239	162
TI4932_1S002750_1	693	419	502	466	171	413	527
TI4932_1S002750_2	782	478	505	599	152	452	530
TI4932_1S002751_1	829	580	554	371	390	559	554
TI4932_1S002751_2	822	597	597	472	426	597	574
TI4932_1S002752_1	306	705	474	431	133	657	539
TI4932_1S002752_2	339	765	474	582	198	765	629
TI4932_1S002753_1	233	357	376	269	123	266	240
TI4932_1S002753_2	223	379	312	278	131	270	210
TI4932_1S002754_1	40	146	59	62	54	51	40
TI4932_1S002754_2	36	112	46	50	43	39	32
TI4932_1S002755_1	2652	24614	29902	27103	23447	26400	21643
TI4932_1S002755_2	2722	26650	28280	28166	26552	27971	21631
TI4932_1S002756_1	570	174	195	125	136	298	476
TI4932_1S002756_2	482	139	143	105	95	245	378
TI4932_1S002757_1	158	728	247	247	178	378	230
TI4932_1S002757_2	123	528	228	209	213	344	193
TI4932_1S002758_1	1351	459	941	917	375	580	1293
TI4932_1S002758_2	1316	433	762	807	272	512	1127
TI4932_1S002759_1	632	534	539	441	289	602	806
TI4932_1S002759_2	572	511	497	310	343	511	800
TI4932_1S002760_1	394	277	241	170	121	344	390
TI4932_1S002760_2	300	243	198	199	102	360	350
TI4932_1S002761_1	115	142	142	98	115	186	136
TI4932_1S002761_2	134	169	150	132	132	217	154
TI4932_1S002762_1	439	843	546	541	391	889	710
TI4932_1S002762_2	599	816	679	544	412	808	788
