ID_REF	GSM153907	GSM153909	GSM153911	GSM153913	GSM153915	GSM153908	GSM153910	GSM153912	GSM153914	GSM153916
8732_at	2.40599236	2.5360529	0.378511623	1.887525271	1.378511623	1.321928095	2.807354922	-0.152003093	2.03562391	-1.736965594
8733_at	5.623515741	5.354028938	5.548436625	5.83541884	5.700439718	5.855491443	5.217230716	5.169925001	6.574404309	6.847996907
8734_at	0	-0.321928095	-1	2.263034406	-0.152003093	2.321928095	-0.736965594	-1	2.03562391	-0.152003093
8735_at	5.108524457	5.017921908	4.626439137	4.638073837	4.822730148	4.638073837	4.847996907	4.847996907	4.017921908	4.078951341
8736_at	3.017921908	2.678071905	2.963474124	2.963474124	2.655351829	2.963474124	2.700439718	2.560714954	2.350497247	2.722466024
8737_i_at	3.153805336	-1	-1.321928095	2.510961919	-1.736965594	3.087462841	2.5360529	1.807354922	2.459431619	2.201633861
8738_s_at	4.54225805	4.857980995	3.925999419	3.378511623	4.169925001	4.548436625	4.614709844	4.350497247	3.95419631	3.64385619
8739_at	2.786596362	2.03562391	2.485426827	2.655351829	1.807354922	2.560714954	2.584962501	2.510961919	1.963474124	1.378511623
8740_f_at	3.232660757	4.008988783	4.026800059	2.722466024	3.827819025	3.321928095	3.277984747	4.112700133	2.963474124	3.185866545
8741_at	4.5360529	4.711494907	4.614709844	4.590961241	4.62058641	4.62058641	4.781359714	4.465974465	4.590961241	3.981852653
8742_at	4.285402219	5.008988783	4.66106548	4.498250868	4.649615459	4.608809243	4.776103988	4.694880193	4.66106548	4.602884409
8743_at	3.321928095	4.201633861	3.364572432	3.765534746	3.944858446	3.666756592	3.722466024	3.523561956	4	4.087462841
8744_at	3.700439718	3.906890596	3.419538892	3.485426827	4.008988783	3.608809243	3.584962501	3.053111336	2.944858446	3.608809243
8745_at	5.842978832	6.346956889	5.802193217	6.205548911	6.465974465	5.993221467	5.752213368	5.949534933	6.123086751	6.268658955
