ID_REF	GSM29912	GSM29914	GSM29917	GSM29920	GSM29921	GSM29922	GSM225515	GSM225516	GSM225517	GSM225519	GSM225520	GSM225521	GSM29934	GSM29936	GSM29937	GSM225469	GSM225482	GSM225514
10542_at	6.106432078	5.799605422	5.817623258	6.22881869	6.137503524	6.050936965	6.193771743	6.279842694	6.197708158	6.197708158	6.599912842	6.093813673	5.318316841	4.498250868	4.930737338	5.61176256	5.716990894	5.236492618
10543_at	6.859224162	6.98982022	6.619119511	6.898450233	7.384567923	7.208478242	6.856736756	6.711494907	7.253611152	6.963474124	7.6387979	7.242221395	6.648177796	5.783980414	7.113742166	6.958842675	7.256444596	7.075746538
10544_at	6.970393538	6.123086751	6.722466024	6.74819285	6.847996907	6.746850183	6.58345891	6.770829046	6.247927513	6.694880193	6.452858965	6.673839056	6.900866808	6.48058827	6.816343705	6.383704292	6.659639187	6.323730338
10545_at	7.016808288	6.943686952	6.678071905	8.063934306	7.510961919	8.012903833	6.860466259	6.955359305	7.222070355	7.423746229	7.791162889	7.30833903	6.963474124	6.131342539	6.715618859	7.412781525	7.53838296	6.839203788
10546_at	6.992088609	6.8008999	6.968090752	7.316507819	7.41869595	7.575161033	7.277054876	7.341630009	6.760220946	7.381110294	7.497452696	7.420381341	6.364572432	5.51412226	5.981852653	6.477353527	6.736063628	6.14363831
10547_at	6.707359132	6.58044702	6.64096791	6.632268215	6.632268215	6.574404309	7.319220503	6.73470962	6.655351829	6.394033895	7.027905997	6.718361626	6.520422249	5.605849867	6.714245518	6.861707287	6.985272714	6.559185866
10548_at	6.23457796	6.676662335	6.399171094	7.465974465	7.077883864	7.086401646	6.359310317	6.627898616	6.451211112	6.685099172	7.024585638	7.041111535	5.768184325	4.666756592	5.678071905	5.197708158	5.409390936	5.09592442
10549_at	-0.736965594	-0.514573173	0.137503524	-0.514573173	1.070389328	-0.736965594	0.137503524	-0.514573173	0.137503524	-1	-0.514573173	0.137503524	0.847996907	-0.321928095	-0.152003093	0	-0.321928095	0.263034406
10550_at	3.263034406	3.247927513	3.03562391	4.44625623	4.145677455	4.385431037	4.770829046	3.807354922	4.560714954	4.716990894	3.087462841	4.232660757	3.263034406	3.169925001	3.548436625	1.765534746	2.378511623	3.608809243
10551_at	4	3.572889668	3.336283388	9.957537397	9.315376027	9.743824607	3.897240426	2.981852653	3.944858446	9.182394353	9.296686825	9.320123598	4.364572432	3.498250868	4.03562391	3.378511623	2.201633861	2.678071905
