ID_REF	GSM1133094	GSM1133095	GSM1133096	GSM1133097	GSM1133098	GSM1133099	GSM1133100	GSM1133101	GSM1133102	GSM1133103	GSM1133104	GSM1133105	GSM1133106	GSM1133107	GSM1133108
1422777_at	57.7	64	12.4	93.6	66.7	33.2	84.6	124.7	50.9	44.1	65.8	94.1	32.9	82.8	85.6
1422778_at	6366.5	8685.4	6412.8	8544.5	6605	10329.3	7367.7	7051.4	5466.8	5748.7	5057.2	5418.7	6855.7	5069.2	6548
1422779_at	2	16.2	33	41.5	9.5	53.4	30.2	5.4	20.9	27.8	66.6	3.8	6.5	12.6	69.8
1422780_at	385.9	412.7	299.5	387.1	290.3	293.6	318.7	583	378	297.6	403.6	471.7	377.9	503.1	392.4
1422781_at	6.8	2.7	29.2	7.7	19.8	8	22.4	16.7	32.8	30.2	9.6	1.9	43.1	2.2	13.1
1422782_s_at	38.1	33.2	20.4	8.6	18.6	5.1	40.1	2.4	41.7	26.9	6.1	16.1	7.2	5	44.2
1422783_a_at	74.9	106.3	93.3	92.5	116.9	52.8	89.4	124.7	60.4	49.3	87.3	33.1	149.2	60.8	120.9
1422784_at	19.9	3.5	45.5	12.5	53.1	85.8	18.3	37.3	43.1	56.5	26.6	44.3	48	56.3	49.7
1422785_at	2192.6	1503.3	2465.4	1616.1	1972.5	1692.9	1440.4	1511.4	2328.4	2367.8	2748.5	2205.4	2388.3	2165.8	1756.4
1422786_at	154.8	181.8	175.3	166.7	199.4	214.7	196	154.5	198.4	162.9	103.5	178.3	189.9	218.1	226.6
1422787_at	148.7	176.5	189.9	189.7	159.8	180.8	167.1	205.3	185.2	176	217.5	189.3	148.8	128.8	176.5
1422788_at	1914.2	2405.1	1810.7	2185.8	2059.8	1269.2	2135.6	1259.6	1346.2	1511.4	703.1	848.3	906.1	793.9	787.2
1422789_at	52.4	9.4	35.6	4.4	4.4	3	7.7	74.2	10.8	2.4	38.5	7.3	49	15	8.2
1422790_at	51.7	47.5	32.1	8.9	27.1	45.6	7	28.2	6.8	28.2	77.7	34.7	10.8	34.5	9.3
1422791_at	550	406.2	698.3	558.6	690.7	363.1	541.3	536.4	546.2	518.2	524.8	439.7	585	524.5	474.2
1422792_at	1410.5	1646.7	1389.4	1683	1358.1	1387.8	1627.9	1487.5	1295.1	1194.8	1207.3	1355.2	1650.8	1485.3	1560.4
1422793_at	528.4	656.6	591.1	681.2	530.6	259.8	639.1	668.1	498.3	542.4	476.1	486.2	568.5	805.3	474.9
1422794_at	3758.9	3343.1	3834.5	3097.7	3604.4	3350.5	3176.9	3810.4	3686.9	4079.3	3860.8	3641.6	3918.2	4086	3845.4
1422795_at	321.3	419.1	468	483.9	381.3	263.1	537.9	482.2	378.8	420.4	349	317.3	403.4	437.5	286.7
1422796_at	1256.6	1494.9	1192.6	1748.2	1223.3	836.4	1960.6	1538.4	1096	1029.2	1146.1	1316.6	1159.4	1419.5	1378.1
1422797_at	2378.2	1672.2	1864.5	1969.7	2090.4	1811.4	1661.3	2232.7	2561.5	2559.3	2346.8	2116.9	2479	1727.9	2458.2
1422798_at	46.7	30.7	66.1	55.8	30.7	37	32.5	30	40.5	22.6	26.2	22.9	31.3	7.2	21.4
1422799_at	1698.6	4337.8	1452.9	4462.5	1548.2	891.6	4661.5	3489.5	1441.7	1283.1	1448.8	3394.9	1267.9	3301.9	2475.1
1422800_at	16.4	133	39.2	83.2	43.3	59.5	76.3	87.7	87.9	46.7	100	55.6	28.6	81.9	83.3
1422801_at	7599.3	4384.4	7038.1	5497.2	7769.9	4842.2	10805.3	6891.6	7184.1	6461.9	7754.9	5279	4933.6	5604.9	4642.3
1422802_at	85.7	72.8	53.5	95.4	82.9	89.3	25	37.2	37.8	46	52.6	29.2	31.2	12.3	66.2
1422803_at	61.7	53.1	36.5	59.5	46.9	6.3	54.6	24.8	46.8	9.9	4.7	74.9	57.6	13.5	30
1422804_at	661.4	609.7	626.5	588.7	585.4	831.6	912.5	675.7	733.9	864.4	917.5	819.7	783.3	804.4	957.5
1422805_a_at	976.4	991.4	896.9	848.9	918.9	723.7	727.1	899.2	1011.9	931.6	1034.9	1094.4	1124.7	999.6	949.1
1422806_x_at	750.8	437	728.3	393	683.8	392.1	435.5	494.2	714.1	827.5	979	651.6	821.6	726.4	739.1
1422807_at	1168.7	835	1044	1419.9	1174	506.8	2309.2	1441.5	1299.9	1423.7	1102.2	1423.6	535.2	2024.8	1121.4
1422808_s_at	2826.7	2464	2998.5	2692.6	2272.5	3909	3962.4	5339.7	4382.8	4000.6	4637.2	5720.2	4750.7	6946.5	5179.9
1422809_at	24.1	4.9	8.7	8.2	2.5	4.3	7	2.2	0.5	15.3	0.9	7	25.1	6.6	17.5
1422810_at	215.6	297.7	246.2	286	277	167.8	164.8	259.3	189.2	253.9	269.9	171.7	351.4	277.6	255.4
1422811_at	122.5	84.8	78.3	34.6	79.2	15.1	49.2	142	72.7	85.4	96.5	109.3	129.6	87.5	60.1
1422812_at	1075.3	600.5	1191.6	695.6	1037.1	1083	614.2	1088.9	952.4	1047.6	1605.6	1116.9	926.1	822.7	751.8
1422813_at	10.6	29.1	6.9	7.1	25.7	6.9	9.4	2.4	7.4	20.5	6.8	6.1	54.2	20.4	2
1422814_at	1898.4	1818.9	1613.4	1632.4	1645.9	1675.8	2037.1	1313.6	1368.7	1519.2	907.4	806.6	1321.8	697.8	1071.7
1422815_at	2.8	40.5	2.9	2.5	11.8	8.5	9.2	11.7	36.1	7.4	45.8	43.9	1.8	4.9	35.5
1422816_a_at	218.7	146.6	251.8	199.7	187.3	222.6	191.3	192.4	183.5	233	220.2	220.5	181.1	191.1	213.1
1422817_at	227.3	324.8	254.7	345.8	286.5	347.9	341.4	357.8	172.9	156.1	257	303.9	304.5	304.1	356.7
1422818_at	1079.1	1026.3	1304.5	1066.1	990.7	1580.9	1117.7	1626.7	1450.9	1337.5	1659.2	2121.2	1794.6	2171	2032.4
1422819_at	1260.8	1459.7	1268.9	1581.7	1718.7	1951.9	1477	1352.8	1179.1	1361.4	1364.5	1640.4	1119	1201.2	1745.9
1422820_at	151	198.4	186.3	224.8	78	136.9	222.5	179	152.2	155	193.9	223.8	133.8	158.6	162.3
1422821_s_at	253.2	269.2	292.2	264.2	249.9	290.9	256	328.6	314.5	275.7	344	291.1	245.6	260	240.7
1422822_at	103.7	34.5	139.7	83.6	98.7	49.9	87.4	140.3	30.8	107.2	86.6	101.1	70.2	195	98.9
