ID_REF	GSM106918	GSM122994	GSM123002	GSM123003	GSM123007	GSM123065	GSM123066	GSM123067	GSM123068	GSM123069	GSM123070	GSM123071	GSM123072	GSM123073	GSM123074
1630930_a_at	10.8228098	10.77741972	10.72647363	10.88592511	10.72851578	10.62406433	10.6022349	10.72715467	10.62205182	10.6301761	10.81834251	10.67886418	10.70373058	10.72272216	10.72613299
1630931_at	6.022367813	6.666756592	6.116863758	6.343407822	6.711494907	6.669593751	6.151777655	6.658211483	6.223036338	6.147713722	6.906890596	6.651051691	6.244125943	6.441284272	6.697662633
1630932_at	8.687900522	9.095660745	8.902073579	9.001971088	9.04384754	8.984418459	9.041659152	9.03727239	8.990671284	9.00870873	8.904183003	9.016251155	9.127994321	8.779062689	8.82336724
1630933_at	5.517275693	5.217230716	5.937815169	5.719731057	5.951867504	5.887525271	5.942514505	2.807354922	5.719731057	5.623515741	5.185866545	2.963474124	4.944858446	4.224966365	4.061776198
1630934_at	10.54245153	10.12399203	10.59525748	10.4602511	10.9637631	10.66462505	10.40652392	11.02645428	10.34240807	10.67445712	10.73851453	10.73910551	10.39810235	10.46750366	10.27064574
1630935_at	10.35027623	10.2935866	10.33091688	10.2708793	10.39328319	10.29312674	10.29324172	10.38640142	10.22809716	10.22472525	10.40333164	10.22917932	10.17005023	10.17966033	10.25313837
1630936_at	3.350497247	5.053111336	5.809928866	5.923624611	5.909293086	5.070389328	5.472487771	5.51412226	6.171927354	6.183883459	6.151777655	6.30560579	6.223036338	5.812498225	6.23457796
1630937_at	4.700439718	4.683696454	4.727920455	4.465974465	4.44625623	5.43629512	5.173926932	4.419538892	4.760220946	4.510961919	5.43629512	5.048759312	5.472487771	4.817623258	5.240314329
1630938_a_at	7.011227255	6.806066226	7.063934306	6.733354341	6.292781749	7.014578465	6.649615459	6.689299161	7.055282436	6.671010241	6.94016675	6.994353437	6.537606691	6.729280846	7.045486656
1630939_s_at	4.832890014	2.169925001	4.694880193	2.560714954	5.54225805	2.350497247	1.201633861	1.925999419	2.378511623	3.817623258	3.817623258	1.584962501	1.963474124	4.902073579	4.472487771
1630940_at	13.81597362	13.60800064	13.89342478	13.90069702	14.17585359	13.92641646	13.57294886	13.77887795	13.64790807	13.84958103	13.90100828	13.65540774	13.90825187	13.93830233	13.86494058
1630941_s_at	14.58099457	14.63786447	14.66356366	14.68622693	14.98980248	14.7190465	14.43483018	14.51710957	14.53429072	14.73088934	14.67278442	14.44164739	14.78044237	14.85495602	14.76391258
1630942_at	6.850499414	6.898450233	6.984133595	7.176921112	7.075746538	6.902073579	6.887525271	7.14363831	7.043300754	7.053111336	7.17292749	7.225930411	7.084276911	7.061776198	7.215290306
1630943_at	7.501439145	7.641690523	7.55688919	7.73470962	7.675957033	7.40173285	7.61176256	7.30103885	7.248876343	7.491051376	7.300123725	7.435461914	7.572131751	7.313790025	7.666756592
1630944_s_at	9.269126679	9.141085319	9.250061503	9.193525361	9.202858456	9.060155495	9.357991784	9.219894527	9.340517763	9.275193334	9.398743692	9.233859307	9.269126679	9.398102352	9.388447876
1630945_at	4.977279923	4.169925001	4.169925001	5.173926932	5.725195817	5.031218731	5.277984747	5.177917792	4.426264755	4.995484519	4.350497247	5.108524457	5.820178962	5.133399125	4.666756592
1630946_at	13.69908439	13.54855704	13.72202835	13.818702	13.82179391	13.80624752	13.5772872	13.64825645	13.57617726	13.71122601	13.67935914	13.50409895	13.71479287	13.8324747	13.78889163
1630947_s_at	1.5360529	4.357552005	2.10433666	2.632268215	5.078951341	4.09592442	3.185866545	4.419538892	4.812498225	4.10433666	5.255500733	4.419538892	5.074676686	4.760220946	4.321928095
1630948_s_at	7.34251919	7.252665432	7.787249608	7.675251386	7.712870868	7.503825738	7.285402219	7.782670659	7.394891366	7.549977143	7.605109074	7.491853096	7.787902559	7.419538892	7.440453944
1630949_s_at	10.4084359	10.35138098	10.10603942	10.27414516	10.17704573	10.16138386	10.23995647	10.28331991	10.23840474	10.47441576	10.27169645	10.08135028	10.18065512	10.16716722	10.21771541
1630950_at	7.989252565	8.138015753	7.846117173	8.141596278	8.156841525	8.093813673	8.049304033	8.056908618	7.815063017	7.621319301	8.172427509	8.031218731	8.275193334	7.983563697	8.200162974
1630951_at	6.183883459	5.921245889	6.276124405	5.683696454	6.495055528	5.794415866	5.925999419	5.961160258	5.666756592	6.399171094	6.364572432	6.294620749	6.171927354	6.933100475	6.676662335
1630952_at	6.912889336	7.070389328	6.760220946	7.246027981	7.277984747	7.126188211	7.351380981	6.757556689	6.834154981	6.58345891	7.033423002	6.897240426	7.296457407	7.055282436	7.077883864
1630953_at	10.33951601	10.264208	10.18636189	10.33728739	10.07801734	10.08839075	10.25207404	10.17417668	10.31831684	10.23361968	10.20212382	10.07481046	9.948659246	10.14325565	10.08494123
1630954_at	3.548436625	3.5360529	3.827819025	2.232660757	2.070389328	0.925999419	1.321928095	4.053111336	3.632268215	1.925999419	0.765534746	1.137503524	1.722466024	3.523561956	1.201633861
1630955_at	6.678071905	7.181897643	6.638073837	6.6043679	6.6395216	6.956521363	6.855491443	6.955359305	6.783980414	6.893604905	6.434628228	6.722466024	6.562242424	6.303780748	6.905687849
1630956_at	-0.152003093	3.392317423	4.419538892	1.765534746	0.765534746	-0.321928095	3.765534746	1.963474124	3.432959407	1.321928095	3.40599236	0.925999419	0.263034406	4.343407822	2.169925001
1630957_s_at	8.893908215	8.837943242	8.893301531	8.846430632	8.762548143	8.555739479	8.797012978	8.7370783	8.649256178	8.54689446	8.857047916	8.752882366	8.911391988	8.780375722	9.126446365
1630958_at	9.935312406	9.982851009	9.864340932	9.771819568	9.838573653	9.791325712	9.992230265	9.803646814	9.983848674	9.983136126	9.930441673	10.0725346	9.870981124	10.13673484	10.1145232
1630959_at	4.523561956	4.5360529	3.981852653	4.689299161	5.765534746	3.087462841	4.385431037	4.357552005	4.770829046	5.145677455	3.711494907	4.137503524	5.412781525	5.412781525	4.672425342
1630960_at	4.44625623	3.5360529	4.711494907	4.209453366	4.655351829	4.578938713	4.491853096	3	4.09592442	4.193771743	4.867896464	3.935459748	4.185866545	4.270528942	5.274261661
1630961_at	6.046578367	6.247927513	5.744161096	5.797012978	6.431288654	6.394033895	6.078951341	6.714245518	6.205548911	5.697662633	5.672425342	6.157852169	6.477353527	6.385431037	6.303780748
